 altitude/km, SH+OCS->CS2+OH, OCS+S->CS2+O, CS+SO->CS2+O, OCS+O->CS+O2, OCS+O2->CS+O3, CO+S2->CS2+O, S+SO->S2+O, SO2+O2->SO+O3, SO2+O->SO+O2, SO2+H->SO+OH, SCSOH->CS2+OH, OCS+HSO2->SCSOH+O2, HO2+SO2->HSO2+O2, H+SO->SH+O, OH+SO->SH+O2, HSO+O2->SH+O3, SO2+OH->HSO+O2, 2O2+SH->HSO+O3, SO+O->S+O2, O2+SO->S+O3, H+SO->S+OH, CO+SO->CS+O2 
           1   1.0200760237848376E-033   8.4983580287564774E-056   3.2755198743911315E-030   5.9656811018132639E-037   4.2327223311644853E-091   1.1167094314069419E-063   5.3252971036680290E-040   1.5364474155654478E-067   1.5386959694556410E-013   0.0000000000000000        6.3522557560895714E-003   5.9919685380554218E-070   1.2814685756399628E-003   0.0000000000000000        1.3408827687537614E-032   1.1925292802585757E-051   3.8689023271112189E-043   786.32503993224225        3.0566619210350099E-015   1.0928405171149012E-071   9.3034381493688522E-038   1.6150079864704083E-078
           2   5.3498693460481842E-035   2.4165224814001416E-057   2.1655333514549999E-031   9.1350674812713838E-038   7.2946186687502593E-094   2.0696981561930155E-065   3.5399063407855075E-041   6.7738111695350367E-070   5.4518655494586858E-014   0.0000000000000000        1.6691448423301163E-003   3.3633018148018165E-072   3.9520556097472732E-004   0.0000000000000000        1.4004904544787936E-033   1.2660015324112599E-053   1.3820702821638918E-044   231.96507356089811        1.1960090985052623E-015   4.8125493069906981E-074   6.4979468542238865E-039   1.1123473933396413E-080
           3   4.0447250174896549E-036   1.0855880597744572E-058   1.9742693906093753E-032   1.7436428310903101E-038   2.3143721977751476E-096   5.5960031124652539E-067   3.5939447741858736E-042   4.9606594302832203E-072   2.1948070687615579E-014   0.0000000000000000        5.1851254367132568E-004   3.2504456173041456E-074   1.3837612253251512E-004   0.0000000000000000        1.9460482208771600E-034   2.2212052643953655E-055   6.8935781798805775E-046   80.607271348929444        5.5909181582596443E-016   3.7394600584344657E-076   6.8980845698674483E-040   1.3182154332502185E-082
           4   2.9382116397525437E-037   3.3865417371137919E-060   1.7464701198904322E-033   2.4017022412600919E-039   2.1150539955535624E-099   6.8941296521917501E-069   4.0055732414826158E-043   1.3350359872129557E-074   7.9718138643463062E-015   0.0000000000000000        2.1523150172982067E-004   1.9775476430947624E-076   3.2452554545194060E-005   0.0000000000000000        3.3033780852042019E-035   2.4831091911355259E-057   2.6783761270278238E-047   38.518037795508974        3.0373023574461243E-016   1.3478472410419008E-078   8.1214051174698393E-041   7.7964926451087968E-085
           5   2.8422438320122865E-038   1.7161405523456558E-061   1.8059458486997328E-034   4.2113843875201550E-040   3.7586537092193322E-102   1.2870451984679871E-070   6.3920096280453300E-044   6.1783525270505752E-077   3.2955664907602610E-015   0.0000000000000000        9.2867712997139632E-005   1.8847246879295969E-078   1.0944676697281345E-005   0.0000000000000000        6.7422373586223352E-036   4.5141348505506376E-059   1.4247578815253507E-048   19.705068265750171        1.8341165062170797E-016   8.2486891775494391E-081   1.3618494966419623E-041   7.6032378868485444E-087
           6   1.9333845161336981E-039   6.1218486658513447E-063   1.7018026750490488E-035   5.1646620336808891E-041   1.6684307791448977E-105   9.8380109105655862E-073   1.1407506786451457E-044   9.4129170064984546E-080   1.2276919923194537E-015   0.0000000000000000        4.1138231110835430E-005   7.9520422699323604E-081   2.8454278675186356E-006   0.0000000000000000        1.2351457167185947E-036   4.0638628875030514E-061   4.3356170485634698E-050   10.668625953858808        1.2565572067330450E-016   2.0454997371596690E-083   2.5835072561206892E-042   3.1966659407682023E-089
           7   1.6849189001275444E-040   3.9952459005590798E-064   2.0785051995767280E-036   9.1521101742534404E-042   1.5082987031151791E-108   1.1527141934473291E-074   3.5321408799582088E-045   2.5760580339974704E-082   5.8983696411785510E-016   0.0000000000000000        1.7946560961861337E-005   5.1201430125152367E-083   8.9188089903292083E-007   0.0000000000000000        2.7946161617925704E-037   5.6197129343869930E-063   1.7377520778820292E-051   5.8505895006191935        1.1676199833382495E-016   9.6965842605918253E-086   8.4548797095543921E-043   2.4544082778366950E-091
           8   9.7826703759151454E-042   1.4858596484259000E-065   2.5460045337558281E-037   1.0031113124188455E-042   2.8506288834763671E-112   5.0462063592728354E-077   1.1315735971966542E-045   2.0257137188064608E-085   2.3484474265153847E-016   0.0000000000000000        8.1019804819714133E-006   1.3293553025816604E-085   2.2893381919439915E-007   0.0000000000000000        5.8572350769546570E-038   3.4609451628577934E-065   3.6296573427424333E-053   3.3173625739169652        1.2475244318864109E-016   1.7864549679385287E-088   2.9005459516668519E-043   8.0482496015583078E-094
           9   7.5805105805477777E-043   9.1177377783619206E-067   4.6525695661650726E-038   1.5679092357227835E-043   1.1697994626854084E-115   3.5821694561315341E-079   6.3022711206978575E-046   3.0130666738017262E-088   1.1766023835103170E-016   0.0000000000000000        3.7808834511169523E-006   5.7281420393014599E-088   7.1652415388640456E-008   0.0000000000000000        1.8044766910022661E-038   3.4746036580693768E-067   1.0685319373567609E-054   1.9713459173294667        1.9804089114763317E-016   7.4455558019872741E-091   1.7192118600097878E-043   5.7915216208724660E-096
          10   8.7287157898233256E-044   9.1938945297917403E-068   1.0610002304806428E-038   3.1968743563557594E-044   1.2081633936135264E-118   4.2419662233689216E-081   5.4824389802425305E-046   9.1628534496754720E-091   6.3442685184128602E-017   0.0000000000000000        1.7408450428929106E-006   4.2987143207558874E-090   2.5810486353493259E-008   0.0000000000000000        8.5587065202863542E-039   6.4277682244461069E-069   4.9527854798415720E-056   1.2783078082842871        3.8444881588546391E-016   7.3213410627205426E-093   1.5795153724447967E-043   9.1528741813842715E-098
          11   1.3060170121206586E-044   2.0233968323552523E-068   2.0105848361351720E-039   8.4554661157996932E-045   3.8706426553842252E-121   8.6250199938650103E-083   7.9664010084480952E-046   6.3227211852613317E-093   3.3049189625252477E-017   0.0000000000000000        5.3987565951206066E-007   4.2434194586310465E-092   9.2959159578001145E-009   0.0000000000000000        4.9708096221712243E-039   2.1590971516739037E-070   3.3112986509478327E-057  0.82443369663808530        7.2893988264710105E-016   1.6814712870154896E-094   2.4022567854929746E-043   2.9825603630358088E-099
          12   6.9861936965707695E-045   4.2053027581461647E-068   4.5224941736956117E-040   7.2926287419943504E-045   6.9727004307086124E-122   1.7034017041697444E-083   4.2463765332834281E-045   9.4906499290508020E-094   2.3213919670852325E-017   0.0000000000000000        9.7380171897671648E-008   2.8172037959939753E-093   4.2315467659379503E-009   0.0000000000000000        6.0368971539699411E-039   7.1065376572778872E-071   1.0009891063285216E-057  0.55886794411825946        1.6467477748089651E-015   7.9340742402927306E-095   1.2955338366576131E-042   1.6120715276206192E-099
          13   3.7582679536395357E-045   9.4298610509279494E-068   6.6545231556070797E-041   6.0193625608120257E-045   1.2230974396749256E-122   2.2071022887988920E-084   2.6090153024689980E-044   1.1779512203048251E-094   1.3248374078262009E-017   0.0000000000000000        1.0404149190552035E-008   1.0826350372205845E-094   1.6533294129910069E-009   0.0000000000000000        7.3594440184402712E-039   2.4280091112666863E-071   2.4083850790196938E-058  0.38948183907849854        3.8043512908583628E-015   3.8953231690312732E-095   8.0543359666437433E-042   8.9471478994724154E-100
          14   1.9011211175248908E-045   1.7480692201864894E-067   7.8809638888330209E-042   5.0157141450174994E-045   2.0696572760074238E-123   1.5908657168050891E-085   1.4894705476718776E-043   1.3095868903097703E-095   7.0859639291959664E-018   0.0000000000000000        7.6496485591304995E-010   2.7842579664316716E-096   6.0350132879938256E-010   0.0000000000000000        9.4016618493661416E-039   8.1401909989648965E-072   5.0039888241807801E-059  0.26004175218488595        9.9745063401952402E-015   2.0740033349476341E-095   4.6532722943232803E-041   5.0153338857430455E-100
          15   9.2569925818947139E-046   2.5899380821117856E-067   8.7179194945467549E-043   4.0481199109391839E-045   3.3752742140778394E-124   6.5270521840849981E-087   7.5150704777998053E-043   1.5744570875122378E-096   4.1180975061690010E-018   0.0000000000000000        4.7749514576126780E-011   5.9112101865141086E-098   2.5567749064942304E-010   0.0000000000000000        1.3205682143501757E-038   2.7467692219569234E-072   1.1570580689206684E-059  0.17076923548648570        2.8015584661810395E-014   1.1770849892352985E-095   2.3762073837331211E-040   2.7759059274586360E-100
          16   6.7354413535557239E-046   5.6215732256003685E-067   1.1362759045413128E-043   4.8622857869420206E-045   2.2789528993742548E-124   3.8050868457748821E-088   4.0834866343716015E-042   8.5370562660589892E-097   3.9722334667798433E-018   0.0000000000000000        2.6342710624787442E-012   2.6531140582512573E-099   1.7230181433214284E-010   0.0000000000000000        2.5841890749187184E-038   2.1460464044060589E-072   7.2634012983438294E-060  0.11479627023231581        8.4239618874258502E-014   1.9895905032016664E-095   1.2911670117577035E-039   3.7991734207513591E-100
          17   4.5983764292160936E-046   1.0307073617530641E-066   1.5394396355843960E-044   5.9588356444733818E-045   1.5022126722506570E-124   1.3027523570655601E-089   2.0404065446272973E-041   7.1573881375995463E-097   6.1916449600715817E-018   0.0000000000000000        1.3011823892281179E-013   1.7747872628884768E-100   1.8501437466087176E-010   0.0000000000000000        5.6138144224170163E-038   1.7113827828361202E-072   7.3640392600192918E-060   7.4048587216060557E-002   2.8134900417893022E-013   3.5741093417812793E-095   6.4516082869528157E-039   5.0522847606617025E-100
          18   3.0606676436003189E-046   1.6126862129374170E-066   1.9617526144391632E-045   6.8711586461469218E-045   9.6072921410971604E-125   3.6054577325728275E-091   9.1303301957549684E-041   7.3993229994494369E-097   1.1540973796981818E-017   0.0000000000000000        5.5684510798353267E-015   8.9762368364450529E-101   2.3054420769516527E-010   0.0000000000000000        1.3224084180897741E-037   1.4105332435350016E-072   9.8047428604499071E-060   4.8154708562708488E-002   9.2783175524159201E-013   6.5372138381443220E-095   2.8869400614625055E-038   8.1558916828992164E-100
          19   1.9271309848440806E-046   2.2092535658049874E-066   2.1982297436320520E-046   7.6323260687586819E-045   5.9513421805939181E-125   6.4926604627186715E-093   3.7380397542588366E-040   7.8577736843536122E-097   2.1976726393051589E-017   0.0000000000000000        1.9239110558762557E-016   9.8004647997708916E-101   3.0505910590086118E-010   0.0000000000000000        3.2334726122626270E-037   1.1549632448439881E-072   1.3752183410287076E-059   3.0220179277532601E-002   3.0800510356809638E-012   1.2102312308581605E-094   1.1819393698298736E-037   1.2284132332283045E-099
          20   1.2038242325032762E-046   2.6511308938422873E-066   1.8856296047874777E-047   7.9736814871342831E-045   3.5907970547879915E-125   9.9575816226241353E-095   1.3529935248298532E-039   7.9681913259651391E-097   3.8587733192073290E-017   0.0000000000000000        5.2908738966617002E-018   9.9182467769119252E-101   3.7355032855187061E-010   0.0000000000000000        8.1737659918668425E-037   9.6863924434897511E-073   1.9370586522360322E-059   1.9493405183026530E-002   9.7056824183613126E-012   2.2024724837565322E-094   4.2780612814492934E-037   2.0439025999701489E-099
          21   1.0071856760460828E-046   4.9947445466149340E-066   1.3607991952357731E-048   1.2206047066730986E-044   8.8605272187502047E-125   2.7101818970847836E-096   5.0902608731896909E-039   2.4731848792176422E-096   7.6068058976227621E-017   0.0000000000000000        1.0339584353310142E-019   2.5235487067696418E-100   5.0727895764006121E-010   0.0000000000000000        2.3314838638819182E-036   1.6871889747724028E-072   4.5766930687731151E-059   1.1692107041300226E-002   2.9032680744673325E-011   1.0619988452804221E-093   1.5902543309174182E-036   7.6597467972362703E-099
