 #layer COS S2 O3 O2 NO2 NO HSO HO2 HSO2 HSO3 CS2 CH4O3S CO H O N S SO2 SO4 CS N2 CO2 SCSOH OH H2 H2SO4 SO3 H2S H2O SH SO CS2E CH3SCH3
   21  0.15655629E+009  0.16099727E-006  0.47700000E+013  0.20800000E+018  0.24400000E+010  0.00000000E+000  0.21992798E-003  0.62800000E+008  0.88551376E-014  0.42777912E-004  0.13287923E-004  0.00000000E+000  0.65200000E+011  0.00000000E+000  0.18300000E+007  0.00000000E+000  0.47984007E-005  0.42272707E+007  0.15411239E+009  0.47375153E-008  0.12300000E+019  0.31400000E+015  0.51819953E-015  0.11100000E+007  0.00000000E+000  0.39725564E+004  0.13223180E+003  0.15509579E-004  0.16100000E+014  0.54395062E-002  0.82287507E+001  0.72658479E-016  0.30728859E-015
   22  0.10247438E+009  0.25825504E-008  0.48700000E+013  0.18100000E+018  0.25100000E+010  0.00000000E+000  0.19421412E-003  0.64700000E+008  0.12336697E-013  0.54203403E-004  0.18290842E-006  0.00000000E+000  0.49700000E+011  0.00000000E+000  0.26700000E+007  0.00000000E+000  0.66300167E-005  0.44252812E+007  0.13691381E+009  0.12699373E-009  0.10700000E+019  0.27200000E+015  0.87510264E-017  0.12700000E+007  0.00000000E+000  0.80328441E+004  0.13753676E+003  0.96884280E-006  0.17200000E+014  0.42746736E-002  0.14886366E+002  0.11730514E-017  0.86296690E-018
   23  0.64605763E+008  0.31143927E-010  0.48000000E+013  0.15700000E+018  0.25100000E+010  0.00000000E+000  0.18127310E-003  0.68700000E+008  0.16190802E-013  0.68325166E-004  0.17621425E-008  0.00000000E+000  0.38900000E+011  0.00000000E+000  0.38300000E+007  0.00000000E+000  0.85207606E-005  0.42037029E+007  0.11819766E+009  0.23216175E-011  0.93800000E+018  0.23700000E+015  0.11279654E-018  0.15900000E+007  0.00000000E+000  0.18703135E+005  0.14007921E+003  0.51921915E-007  0.18600000E+014  0.36103831E-002  0.24604052E+002  0.13189640E-019  0.19702017E-020
   24  0.38694069E+008  0.28897940E-012  0.46300000E+013  0.13700000E+018  0.25700000E+010  0.00000000E+000  0.15966639E-003  0.68700000E+008  0.18230440E-013  0.78413601E-004  0.12211794E-010  0.00000000E+000  0.31900000E+011  0.00000000E+000  0.53300000E+007  0.00000000E+000  0.99365247E-005  0.36633501E+007  0.99891436E+008  0.29235947E-013  0.81900000E+018  0.20600000E+015  0.10377075E-020  0.19900000E+007  0.00000000E+000  0.37803171E+005  0.13272416E+003  0.23569679E-008  0.19800000E+014  0.29266900E-002  0.36408295E+002  0.10699423E-021  0.37330425E-023
   25  0.21931282E+008  0.20695859E-014  0.44100000E+013  0.11900000E+018  0.25700000E+010  0.00000000E+000  0.13416732E-003  0.70700000E+008  0.19552660E-013  0.83577119E-004  0.62662354E-013  0.00000000E+000  0.25000000E+011  0.00000000E+000  0.74500000E+007  0.00000000E+000  0.10617989E-004  0.29445004E+007  0.81582587E+008  0.26438036E-015  0.71600000E+018  0.18000000E+015  0.70758632E-023  0.25000000E+007  0.00000000E+000  0.71202969E+005  0.11612903E+003  0.89900089E-010  0.21100000E+014  0.22693572E-002  0.48621642E+002  0.64241263E-024  0.58187204E-026
   26  0.11652328E+008  0.11688150E-016  0.41400000E+013  0.10400000E+018  0.25100000E+010  0.00000000E+000  0.10665354E-003  0.72900000E+008  0.19172316E-013  0.82501972E-004  0.24441966E-015  0.00000000E+000  0.20000000E+011  0.00000000E+000  0.10200000E+008  0.00000000E+000  0.10207837E-004  0.21750915E+007  0.64858869E+008  0.17401315E-017  0.62500000E+018  0.15700000E+015  0.36998691E-025  0.31900000E+007  0.00000000E+000  0.12500261E+006  0.99461341E+002  0.28394789E-011  0.21400000E+014  0.16906533E-002  0.57652176E+002  0.29324881E-026  0.75157708E-029
   27  0.57934136E+007  0.54100013E-019  0.37500000E+013  0.90800000E+017  0.25100000E+010  0.00000000E+000  0.75478235E-004  0.72900000E+008  0.17116736E-013  0.72614258E-004  0.75274731E-018  0.00000000E+000  0.15600000E+011  0.00000000E+000  0.13600000E+008  0.00000000E+000  0.89053658E-005  0.15085070E+007  0.50268764E+008  0.87455026E-020  0.54600000E+018  0.13700000E+015  0.14467435E-027  0.38700000E+007  0.00000000E+000  0.22000214E+006  0.85336485E+002  0.76837429E-013  0.19300000E+014  0.11566051E-002  0.62555396E+002  0.10558127E-028  0.82908219E-032
   28  0.26892100E+007  0.20553140E-021  0.34000000E+013  0.79400000E+017  0.24400000E+010  0.00000000E+000  0.50256686E-004  0.70700000E+008  0.13727823E-013  0.59675967E-004  0.18869915E-020  0.00000000E+000  0.12500000E+011  0.00000000E+000  0.18200000E+008  0.00000000E+000  0.69882268E-005  0.97160045E+006  0.37628165E+008  0.34499384E-022  0.47700000E+018  0.12000000E+015  0.46281886E-030  0.47400000E+007  0.00000000E+000  0.42800161E+006  0.68100334E+002  0.17868427E-014  0.17500000E+014  0.74371904E-003  0.60811569E+002  0.30895861E-031  0.77472094E-035
   29  0.11526244E+007  0.62970669E-024  0.31000000E+013  0.69500000E+017  0.23200000E+010  0.00000000E+000  0.31202927E-004  0.68700000E+008  0.10277349E-013  0.46106789E-004  0.38966008E-023  0.00000000E+000  0.10000000E+011  0.00000000E+000  0.24500000E+008  0.00000000E+000  0.49069900E-005  0.58418591E+006  0.27402632E+008  0.10860234E-024  0.41700000E+018  0.10500000E+015  0.12282567E-032  0.58700000E+007  0.00000000E+000  0.72700144E+006  0.51036275E+002  0.35448345E-016  0.15900000E+014  0.44336711E-003  0.53393658E+002  0.74335838E-034  0.59998538E-038
   30  0.45442769E+006  0.15554020E-026  0.28400000E+013  0.60900000E+017  0.22000000E+010  0.00000000E+000  0.17063160E-004  0.66600000E+008  0.75029162E-014  0.33306955E-004  0.68170459E-026  0.00000000E+000  0.78500000E+010  0.00000000E+000  0.33200000E+008  0.00000000E+000  0.30901038E-005  0.34403792E+006  0.19048556E+008  0.28176493E-027  0.36400000E+018  0.92100000E+014  0.26380535E-035  0.69700000E+007  0.00000000E+000  0.12800001E+007  0.35680505E+002  0.67838217E-018  0.14500000E+014  0.23171527E-003  0.44567109E+002  0.15154650E-036  0.21685981E-040
